id,code,short_name,full_name,country,date1,date2,url
rail_company_6,6,StL Holland,Stena Line Holland BV,NL,01/07/2004,01/07/2004,http://www.stenaline.nl/ferry/
rail_company_10,10,VR,VR-Yhtymä Oy,FI,30/06/1999,30/06/1999,http://www.vr.fi/
rail_company_12,12,TRFSA,Transfesa Logistics SA,ES,30/06/1999,30/06/1999,http://www.transfesa.com/
rail_company_13,13,OSJD,OSJD,PL,12/07/2000,12/07/2000,http://osjd.org/
rail_company_14,14,CWL,Compagnie des Wagons-Lits,FR,30/06/1999,30/06/1999,http://www.cwl-services.com/
rail_company_15,15,RMF,Rail Manche Finance,GB,30/06/1999,30/06/1999,http://www.rmf.co.uk/
rail_company_16,16,RD,RAILDATA,CH,30/06/1999,30/06/1999,http://www.raildata.coop/
rail_company_17,17,ENS,European Night Services Ltd,GB,30/06/1999,30/06/1999,
rail_company_18,18,THI Factory,THI Factory SA,BE,06/05/2005,06/05/2005,http://www.thalys.com/
rail_company_19,19,Eurostar I,Eurostar International Limited,GB,30/06/1999,30/06/1999,http://www.eurostar.com/
rail_company_20,20,OAO RZD,Joint Stock Company 'Russian Railways',RU,30/06/1999,30/06/1999,http://rzd.ru/
rail_company_21,21,BC,Belarusian Railways,BY,11/09/2003,24/11/2004,http://www.rw.by/
rail_company_22,22,UZ,Ukrainski Zaliznytsi,UA,15/01/2004,15/01/2004,http://uz.gov.ua/
rail_company_23,23,CFM,Calea Ferată din Moldova,MD,30/06/1999,30/06/1999,http://railway.md/
rail_company_24,24,LTG,AB 'Lietuvos geležinkeliai',LT,28/09/2004,24/11/2004,http://www.litrail.lt/
rail_company_25,25,LDZ,Latvijas dzelzceļš,LV,19/10/2004,24/11/2004,http://www.ldz.lv/
rail_company_26,26,EVR,Aktsiaselts Eesti Raudtee,EE,30/06/1999,30/06/1999,http://www.evr.ee/
rail_company_27,27,KTZ,Kazakhstan Temir Zholy,KZ,17/05/2004,17/05/2004,http://www.railway.ge/
rail_company_28,28,GR,Sakartvelos Rkinigza,GE,30/06/1999,30/06/1999,http://railway.ge/
rail_company_29,29,UTI,Uzbekistan Temir Yullari,UZ,17/05/2004,17/05/2004,http://www.uzrailway.uz/
rail_company_30,30,ZC,Railways of D.P.R.K.,KP,17/05/2004,17/05/2004,
rail_company_31,31,UBTZ,Mongolian-Russian Joint-Stock Company “Ulaanbaatar,MN,17/05/2004,17/05/2004,http://www.ubtz.mn
rail_company_32,32,DSVN,đường sắt Việt Nam,VN,17/05/2004,17/05/2004,http://www.vr.com.vn/
rail_company_33,33,CR,Chinese Railways,CN,20/05/2003,21/05/2003,http://www.chineserailways.com/
rail_company_41,41,HSH,Hekurudha Shqiptarë SH.A.,AL,30/06/1999,30/06/1999,http://www.hsh.com.al/
rail_company_42,42,JR-E,East Japan Railway Company,,,,
rail_company_43,43,GySEV/Raaberbahn,Győr-Sopron-Ebenfurti Vasút Zrt.,HU,01/12/2003,15/01/2004,http://www2.gysev.hu/
rail_company_44,44,ŽRS,Željeznice Republike Srpske,BA,27/11/2002,22/01/2002,http://www.zrs-rs.com/
rail_company_50,50,ŽFBH,J.P. Željeznice Federacije BiH d.o.o.,BA,10/12/2002,22/01/2003,http://www.zfbh.ba/
rail_company_51,51,PKP PLK S.A.,PKP Polskie Linie Kolejowe S.A.,PL,13/11/2003,15/01/2004,http://www.plk-sa.pl/
rail_company_52,52,NRIC,National Railway Infrastructure Company,BG,28/03/2005,04/04/2005,http://rail-infra.bg/
rail_company_53,53,CFR SA,Compania Naţională de Căi Ferate Române,RO,30/06/1999,30/06/1999,http://www.cfr.ro/
rail_company_54,54,SZCZ,"Správa železnic, statni organizace",CZ,15/10/2008,01/01/2009,https://www.spravazeleznic.cz/
rail_company_55,55,MAV Infrastructure Co. Ltd,MAV Infrastructure Private company Limited by Shares,HU,28/10/2004,24/11/2004,http://www.mavcsoport.hu/
rail_company_56,56,ŽSR,Železnice Slovenskej Republiky,SK,19/09/2001,19/12/2024,http://www.zsr.sk/
rail_company_57,57,ADY,Azerbaidjan Railways CJSC,AZ,16/05/2003,21/05/2003,http://www.railway.gov.az/
rail_company_58,58,CJSC SCR,South Caucasus Railway CJSC,AM,30/06/1999,30/06/1999,http://www.ukzhd.am/
rail_company_59,59,KTJ,Kyrgyz Railways,KG,17/05/2004,17/05/2004,http://www.ktj.kg/
rail_company_60,60,CIE,Córas Iompair Éireann,IE,30/06/1999,30/06/1999,http://www.cie.ie/
rail_company_61,61,KORAIL,Korea Railroad Corporation,KR,,,http://www.korail.com/
rail_company_63,63,BLS N,BLS Netz AG Infrastrukturmanager,CH,12/11/2002,22/01/2003,http://www.bls.ch/
rail_company_64,64,FN,Ferrovienord S.p.A.,IT,30/06/1999,30/06/1999,www.ferrovienord.it
rail_company_65,65,CFARYM-I,Makedonski Železnici Infrastructure-Skopje,MK,30/06/1999,30/06/1999,http://www.mzi.mk/
rail_company_66,66,TDZ,Tajikistan Railways,TJ,17/05/2004,17/05/2004,
rail_company_67,67,TRK,Turkmenistan Railways,TM,30/06/1999,30/06/1999,http://www.railway.gov.tm/
rail_company_68,68,AAEC,AAE Ahaus Alstätter Eisenbahn Cargo AG,,,,
rail_company_69,69,EUROT,EUROTUNNEL,FR,11/04/2016,10/05/2016,http://www.eurotunnel.com/
rail_company_70,70,Network Rail,Network Rail Limited,GB,22/09/2003,29/09/2003,http://www.networkrail.co.uk/
rail_company_71,71,ADIF,Administrador de Infraestructuras Ferroviarias,ES,17/12/2004,23/12/2004,http://www.adif.es/
rail_company_72,72,IŽS,Infrastruktura Železnice Srbije,RS,27/05/2003,29/09/2003,http://www.zeleznicesrbije.com/
rail_company_73,73,OSE,Organismos Sidirodromon Ellados,GR,30/06/1999,30/06/1999,http://www.ose.gr/
rail_company_74,74,TRAFIKVERKET,Trafikverket,SE,06/02/2017,06/02/2017,http://www.trafikverket.se/
rail_company_75,75,TCDD Taşımacılık A.Ş.,Türkiye Cumhuriyeti Devlet Demiryolları Taşımacılık Anonim,,,,
rail_company_76,76,BN,Bane NOR SF,NO,14/12/2001,22/05/2002,https://www.banenor.no
rail_company_77,77,FS EPA,Ferrovie dello Stato Italiane SpA EPA,IT,01/07/2005,18/10/2005,http://www.fsitaliane.it/
rail_company_78,78,HŽ-Infrastruktura,HŽ Infrastruktura d.o.o.,HR,28/02/2007,08/03/2007,http://www.hzinfra.hr/
rail_company_79,79,"SŽ - Infrastruktura, d.o.o.","Slovenske železnice - Infrastruktura, d.o.o.",SI,30/06/1999,30/06/1999,http://www.slo-zeleznice.si/sl/infrastruktura/
rail_company_80,80,DB InfraGO,DB InfraGO Aktiengesellschaft,DE,11/10/2004,24/11/2004,https://www.dbinfrago.com/web
rail_company_81,81,ÖBB-Holding AG,ÖBB-Holding AG,AT,29/11/1999,29/11/1999,http://www.oebb.at/
rail_company_82,82,CFL Infrastructure,Societé Nationale des Chemins de Fer Luxembourgeois,LU,30/06/1999,30/06/1999,http://www.cfl.lu/
rail_company_83,83,RFI,Rete Ferroviaria Italiana SpA,IT,22/12/2004,22/12/2004,http://www.fsitaliane.it/
rail_company_84,84,ProRail,ProRail,NL,13/01/2004,03/03/2004,http://blog.prorail.nl/
rail_company_85,85,SBB Infrastructure,Swiss Federal Railways - Infrastructure,CH,30/06/1999,30/06/1999,http://www.sbb.ch/sbb-konzern.html
rail_company_86,86,Banedanmark,Banedanmark (RailNet Denmark),DK,22/11/2012,18/06/2013,http://www.bane.dk/
rail_company_87,87,SNCF Réseau,SNCF Réseau SA,FR,30/06/1999,30/06/1999,www.sncf-reseau.com
rail_company_88,88,Infrabel,Infrabel,BE,10/09/2013,10/09/2013,http://www.infrabel.be/
rail_company_90,90,ENR,Egyptian National Railways,EG,30/06/1999,30/06/1999,https://enr.gov.eg/
rail_company_91,91,SNCFT,Société Nationale des Chemins de Fer Tunisiens,TN,30/06/1999,30/06/1999,http://www.sncft.com.tn/
rail_company_92,92,SNTF,Société Nationale des Transports Ferroviaires,DZ,30/06/1999,30/06/1999,http://www.sntf.dz/
rail_company_93,93,ONCF,Office National des Chemins de Fer du Maroc,MA,27/09/2004,24/11/2004,http://oncf.ma/
rail_company_94,94,IP,Infraestruturas de Portugal S.A.,PT,26/04/2012,06/09/2012,http://www.infraestruturasdeportugal.pt/
rail_company_95,95,ISR,Israel Railways,IL,30/06/1999,30/06/1999,http://www.rail.co.il/
rail_company_96,96,RAI,Rahahan-e Djjomhouri-e Eslami Iran,IR,07/04/2003,29/09/2003,http://irirw.com/
rail_company_97,97,CFS,Administration Générale des Chemins de fer Syriens,SY,02/09/2004,14/09/2004,http://www.cfssyria.org/
rail_company_98,98,CEL,Lebanon Railways,LB,30/06/1999,30/06/1999,
rail_company_99,99,IRR,Iraqi Republic Railways Establishment,IQ,30/06/1999,30/06/1999,
rail_company_175,175,PASIFIK ARKAS DTI,Pasifik Arkas Demiryolu Tren işletmeciliği A.Ş.,TR,01/08/2024,02/08/2024,
rail_company_275,275,PASIFIK EURASIA LOJISTIK,PASIFIK EURASIA LOJISTIK DIS TICARET A.S.,TR,19/08/2024,20/08/2024,
rail_company_375,375,PARS Rail,PARS DEMIRYOLU ISLETMECILIGI A S,TR,10/03/2025,11/03/2025,
rail_company_1001,1001,EgroNet,Verkehrsverbund Vogtland GmbH.,DE,30/11/2021,02/12/2021,
rail_company_1012,1012,TRFSR,Transfesa Logistics  S A,ES,04/10/2016,04/10/2016,http://www.transfesa.com/
rail_company_1020,1020,RZD holding,Russian Railways State Joint Company-Holding,RU,17/05/2004,17/05/2004,http://rzd.ru/
rail_company_1033,1033,CR holding,Chinese Railways-Holding,CN,20/05/2003,21/05/2003,http://www.chineserailways.com/
rail_company_1051,1051,PKP,Polskie Koleje Państwowe Spółka Akcyjna,PL,16/12/2003,15/01/2004,http://www.pkp.pl/
rail_company_1052,1052,HOLDING BDZ,HOLDING BULGARIAN STATE RAILWAYS,BG,29/03/2005,04/04/2005,http://holding.bdz.bg/
rail_company_1055,1055,MAV Co.,MAV Hungarian State Railways Private company Limited by,,,,
rail_company_1062,1062,ŽPCG,Željeznički prevoz Crne Gore AD,ME,19/04/2011,19/04/2011,http://www.zcg-prevoz.me/
rail_company_1065,1065,CFARYM-T,Makedonski Železnici Transport AD Skopje,MK,05/10/2007,05/10/2007,http://mztransportad.com.mk/
rail_company_1071,1071,Renfe,Renfe Operadora,ES,17/12/2004,23/12/2004,http://www.renfe.com/
rail_company_1073,1073,HELLENIC TRAIN SA,HELLENIC TRAIN - Railway SA,GR,09/01/2009,15/01/2009,https://www.hellenictrain.gr/
rail_company_1074,1074,ASJUA,Affärsverket Statens Järnväger,,,,
rail_company_1076,1076,Vy,Vygruppen AS,NO,14/12/2001,22/05/2002,https://www.vy.no/
rail_company_1079,1079,"SŽ, d.o.o.","Slovenske železnice, d.o.o.",SI,13/02/2012,16/02/2012,http://www.slo-zeleznice.si/en/sz-group/
rail_company_1080,1080,DB AG,Deutsche Bahn AG,DE,11/10/2004,24/11/2004,https://www.deutschebahn.com/
rail_company_1084,1084,NS holding,N.V. Nederlandse Spoorwegen,NL,16/01/2004,16/01/2004,http://www.ns.nl/
rail_company_1085,1085,SBB AG,Schweizerische Bundesbahnen,CH,27/06/2018,12/07/2018,https://www.sbb.ch/en/home.html
rail_company_1086,1086,DSB holding,Danske Statsbaner-Holding,DK,30/06/1999,30/06/1999,http://www.dsb.dk/
rail_company_1088,1088,SNCB/NMBS,Société nationale des chemins de fer Belges / Nationale,,,,
rail_company_1094,1094,CP,"CP - Comboios de Portugal, E.P.E.",PT,10/01/2012,13/02/2012,http://www.cp.pt/
rail_company_1120,1120,JSC 'FPC',Joint Stock Company 'FEDERAL PASSENGER COMPANY',RU,01/09/2010,20/09/2010,http://pass.rzd.ru/
rail_company_1124,1124,LTG Link,UAB LTG Link,LT,27/03/2019,28/03/2019,
rail_company_1143,1143,GYSEV Passenger,Győr-Sopron-Ebenfurti Vasút Zrt. Személyszállítás,HU,12/10/2018,19/10/2018,https://www2.gysev.hu/
rail_company_1151,1151,PR,Przewozy Regionalne Spółka z o.o.,PL,15/12/2003,15/01/2004,http://www.przewozyregionalne.pl/
rail_company_1152,1152,BDZ PASSENGER,BULGARIAN STATE RAILWAYS PASSENGER,BG,04/04/2005,04/04/2005,http://bdz.bg/
rail_company_1153,1153,CFR Călători,Societatea Naţională de Transport Feroviar de Călători,RO,30/06/1999,30/06/1999,http://www.cfrcalatori.ro/
rail_company_1154,1154,ČD,"České dráhy, a.s.",CZ,25/09/2006,27/09/2006,http://www.cd.cz/
rail_company_1155,1155,MAV,MAV Passenger Transport Co.,HU,22/05/2007,05/06/2007,https://www.mavcsoport.hu/
rail_company_1156,1156,ZSSK,"Železničná spoločnosť Slovensko, a.s.",SK,08/11/2004,24/11/2004,http://www.slovakrail.sk/
rail_company_1163,1163,BLS P,BLS AG Personenverkehr,CH,13/04/2023,25/04/2023,http://www.bls.ch/
rail_company_1170,1170,ATOC Ltd,Association of Train Operating Companies Limited,GB,22/09/2003,29/09/2003,http://www.atoc.org/
rail_company_1171,1171,RENFE VIAJEROS,"RENFE VIAJEROS, S.A",ES,04/12/2013,31/12/2013,http://www.renfe.com/
rail_company_1172,1172,SV,Srbija Voz a.d.,RS,28/08/2015,30/09/2015,http://www.srbvoz.rs/
rail_company_1174,1174,SJ,SJ AB,SE,30/06/1999,30/06/1999,http://www.sj.se/
rail_company_1176,1176,Entur,Entur AS,NO,01/03/2021,02/03/2021,https://om.entur.no/
rail_company_1178,1178,HŽ Putnički prijevoz d.o.o.,HŽ Putnički prijevoz d.o.o. za prijevoz putnika,HR,12/05/2006,06/06/2006,http://www.hzpp.hr/
rail_company_1179,1179,"SŽ - Potniški promet, d.o.o.",Slovenske železnice - Potniški promet d.o.o.,SI,21/09/2011,30/09/2011,http://slo-zeleznice.si/
rail_company_1180,1180,DB Vertrieb GmbH,DB Vertrieb GmbH,DE,11/10/2004,11/10/2004,http://www.bahn.de/
rail_company_1181,1181,ÖBB PV AG,ÖBB Personenverkehr AG,AT,25/11/2004,25/11/2004,http://personenverkehr.oebb.at/
rail_company_1182,1182,CFL Voyageurs,Société Nationale des Chemins de Fer Luxembourgeois.,LU,27/01/2020,28/01/2020,https://www.cfl.lu/
rail_company_1183,1183,TI,Trenitalia S.p.A.,IT,27/05/2021,01/06/2021,
rail_company_1184,1184,NS International,NS International BV,NL,03/11/2003,03/11/2003,http://www.ns.nl/
rail_company_1185,1185,SBB-Passengers,Swiss Federal Railways-Passenger subsidiary,CH,30/06/1999,30/06/1999,http://www.sbb.ch/
rail_company_1186,1186,DSB-Passenger,Danske Statsbaner-Passenger subsidiary,DK,30/06/1999,30/06/1999,http://www.dsb.dk/
rail_company_1187,1187,SNCF Voyages,SNCF Voyages,FR,14/06/2004,14/06/2004,http://www.voyages-sncf.com/
rail_company_1224,1224,LTG Infra,AB LTG Infra,LT,15/12/2020,18/12/2020,www.ltginfra.lt.
rail_company_1242,1242,LTC Sp z.o. o,Logistics & transport Company Sp. Z.o. o,PL,21/02/2019,22/02/2019,
rail_company_1251,1251,PKP Intercity,PKP Intercity S.A.,PL,17/11/2003,17/11/2003,http://intercity.pl/
rail_company_1255,1255,PKP CI SI,PKP CARGO INTERNATIONAL SI d.o.o.,SI,22/02/2019,25/02/2019,www.pkpcargointernational.com
rail_company_1279,1279,SŽ - Potniški promet,Slovenske železnice / Potniški promet d.o.o.,SI,09/04/2020,09/04/2020,https://www.slo-zeleznice.si/en/
rail_company_1280,1280,DB B I,DB Bahn Italia Srl,IT,10/07/2009,10/07/2009,http://www.megliointreno.it/
rail_company_1281,1281,ÖBB,ÖBB- Personenverkehr AG,AT,31/03/2020,16/04/2020,www.oebb.at
rail_company_1284,1284,HSA,High Speed Alliance,,,,
rail_company_1285,1285,SBB-EPA,Schweizerische Bundesbahnen SBB Division Voyageur,CH,27/11/2007,27/11/2007,http://www.sbb.ch/
rail_company_1286,1286,DSB-EPA,DSB - Passenger - Reservations issued via EPA,DK,21/09/2015,13/11/2015,
rail_company_1351,1351,SKMT,PKP SKM w Trójmieście Spółka z o.o.,PL,12/03/2007,12/03/2007,http://www.skm.pkp.pl/
rail_company_1355,1355,MAV START Zrt,MAV START Railway Passenger Transport Co.,HU,31/03/2020,03/04/2020,https://www.mavcsoport.hu/
rail_company_1385,1385,SBB2,Schweizerische Bundesbahnen Personenverkehr,CH,18/07/2017,05/09/2017,https://www.sbb.ch/
rail_company_1435,1435,railML,railML.org e.V.,DE,09/08/2022,11/08/2022,
rail_company_1455,1455,MAV Volan,MAV Passenger Transport Co. Bus business unit,HU,19/08/2025,21/08/2025,https://www.mavcsoport.hu/
rail_company_1484,1484,NS Reizigers,NS Reizigers BV,NL,08/11/2021,13/12/2021,http://www.ns.nl/
rail_company_1892,1892,HVLEI,Havelländische Eisenbahn AG - Infrastruktur,DE,31/05/2024,03/06/2024,
rail_company_1923,1923,Korfez Ulastirma,Korfez Ulastirma A.S.,TR,20/08/2021,30/08/2021,https://www.korfezulastirma.com.tr/
rail_company_1971,1971,SKPL,SKPL Cargo Sp. z o.o.,PL,29/09/2020,01/10/2020,
rail_company_1980,1980,OVF,Omnibusverkehr Franken GmbH,,,,
rail_company_1988,1988,CT,Cargo Train Sp. Z o.o.,PL,19/08/2024,20/08/2024,https://gkrc.pl/
rail_company_2080,2080,DB Regio Bus,DB Regio AG Business Unit Bus,DE,08/04/2022,11/04/2022,
rail_company_2124,2124,LTG Cargo,AB LTG Cargo,LT,06/11/2006,06/11/2006,
rail_company_2125,2125,LDZ Cargo,LDZ Cargo Ltd,LV,06/07/2015,28/07/2015,http://www.ldz.lv/
rail_company_2126,2126,OPERAIL,Operail OU,EE,09/03/2015,13/03/2015,
rail_company_2131,2131,BTEG,"""Boldtumur Eruu Gol"" LLC",MN,22/02/2016,06/06/2016,
rail_company_2132,2132,NOEVOG,Niederosterreichische Verkehrsorganisationsges m.b.H.,AT,26/02/2019,28/02/2019,www.noevog.at
rail_company_2133,2133,CAT,City Air Terminal Betriebsgesellschaft m.b.H,AT,28/02/2019,28/02/2019,www.cityairporttrain.com
rail_company_2134,2134,Eurasian Railway Carrier,Eurasian Railway Carrier SP zoo,PL,21/03/2019,22/03/2019,
rail_company_2135,2135,CHT HB,"Chladek a Tintera Havlickuv Brod, a.s.",CZ,21/03/2019,22/03/2019,www.chladek-tintera.cz
rail_company_2136,2136,AXS,Axess Logistics AB,SE,21/03/2019,22/03/2019,
rail_company_2137,2137,TDKPL,TDK Plus Sp. z o.o.,PL,15/11/2021,19/11/2021,
rail_company_2143,2143,GYSEV CARGO,GYSEV CARGO Zrt.,HU,01/12/2009,01/12/2009,http://www.gysevcargo.hu/
rail_company_2144,2144,H-KR,KOMPLEX RAILVasuti Szolgaltato Kft,HU,28/02/2019,28/02/2019,http://www.komplexrail.hu
rail_company_2151,2151,PKP CARGO,PKP Cargo Spółka Akcyjna in restructuring,PL,25/09/2003,25/09/2003,https://www.pkpcargo.com
rail_company_2152,2152,BDZ CARGO,BULGARIAN STATE RAILWAYS CARGO,BG,04/04/2005,18/01/2011,http://bdzcargo.bdz.bg/
rail_company_2153,2153,CFR Marfă,Societatea Naţională de Transport Feroviar de Marfă,RO,30/06/1999,30/06/1999,http://cfr.ro/
rail_company_2154,2154,ČDC,"ČD Cargo, a.s.",CZ,25/09/2006,01/12/2007,http://www.cdcargo.cz/
rail_company_2155,2155,RCH,Rail Cargo Hungaria Zrt.,HU,13/12/2005,04/03/2011,http://www.railcargo.hu/
rail_company_2156,2156,ZSSK CARGO,"Železničná spoločnosť Cargo Slovakia, a.s.",SK,08/11/2004,08/11/2004,http://www.zscargo.sk/
rail_company_2162,2162,MC,Montecargo AD,ME,18/02/2011,18/02/2011,http://www.montecargo.me/
rail_company_2170,2170,DBCUK,DB Cargo (UK) Ltd,GB,10/07/2003,10/07/2003,www.uk.dbcargo.com
rail_company_2171,2171,RENFE MERCANCÍAS,"RENFE MERCANCÍAS, S.A",ES,04/12/2013,31/12/2013,http://www.renfe.com/empresa/mercancias/
rail_company_2172,2172,SK,Srbija Kargo a.d.,RS,28/08/2015,30/09/2015,http://www.srbcargo.rs/
rail_company_2174,2174,Green Cargo,Green Cargo AB,SE,30/08/2004,30/08/2004,http://www.greencargo.com/
rail_company_2176,2176,CargoNET AS,CargoNET AS.,,,,
rail_company_2178,2178,HŽ-Cargo,HŽ Cargo d.o.o.,HR,12/05/2006,12/05/2006,http://www.hzcargo.hr/
rail_company_2179,2179,"SŽ - Tovorni promet, d.o.o.","Slovenske železnice - Tovorni promet, d.o.o.",SI,21/09/2011,30/09/2011,http://www.slo-zeleznice.si/sl/tovorni-promet/
rail_company_2180,2180,DBCDE,DB Cargo AG,DE,11/10/2004,24/11/2004,https://www.dbcargo.com/
rail_company_2181,2181,RCA,Rail Cargo Austria AG,AT,08/11/2004,24/11/2004,http://www.railcargo.at/
rail_company_2182,2182,CFL cargo,CFL cargo SA,LU,02/03/2001,02/03/2001,https://www.cfl-mm.lu/en-gb/organisation/cfl-cargo
rail_company_2183,2183,MIR,Mercitalia Rail,IT,02/11/2016,04/11/2016,http://www.fsitaliane.it/fsi/Il-
rail_company_2184,2184,DBCNL,DB Cargo Nederland N.V.,NL,26/02/2003,21/05/2003,http://nl.dbcargo.com/
rail_company_2185,2185,SBB Cargo,SBB CFF FFS Cargo,CH,30/09/2004,30/09/2004,http://www.sbbcargo.com/
rail_company_2186,2186,DBCSC,DB Cargo Scandinavia A/S,DK,30/06/1999,30/06/1999,http://dk.dbcargo.com/
rail_company_2187,2187,Hexafret,Hexafret SAS,FR,26/11/2008,04/12/2008,https://hexafret.com/fr
rail_company_2188,2188,LNS,Lineas,BE,03/08/2010,17/08/2010,http://www.lineas.be
rail_company_2189,2189,ACF,Administration des chemins de fer luxembourgeois,LU,11/03/2019,12/03/2019,www.railinfra.lu
rail_company_2190,2190,Pelkolan Terminaali,Pelkolan Terminaali Oy,FI,11/03/2019,12/03/2019,
rail_company_2191,2191,NOVACARB,NOVACARB SAS,FR,11/03/2019,12/03/2019,www.seqens.com
rail_company_2192,2192,CLR,Cargo Logistik Rail Service GmbH,DE,11/03/2019,12/03/2019,http://www.clr-service.de/
rail_company_2193,2193,Mondi Powerflute,Mondi Powerflute Oy,FI,11/03/2019,12/03/2019,www.mondigroup.com
rail_company_2194,2194,Medway,"MEDWAY - Operador Ferroviário e Logistico de Mercadorias,",PT,19/01/2010,12/03/2019,
rail_company_2195,2195,ADRIA RAIL,ADRIA RAIL doo,HR,11/03/2019,12/03/2019,
rail_company_2196,2196,Finngas,Finngas FGG GmbH Sivuliike Suomessa,FI,11/03/2019,12/03/2019,www.finngas.fi
rail_company_2197,2197,CZD,ČESKÁ ZÁPADNÍ DRÁHA s.r.o.,CZ,11/03/2019,12/03/2019,
rail_company_2198,2198,TABOR Rail,TABOR Rail Sp. z o.o.,PL,11/03/2019,12/03/2019,www.tabor-debica.pl
rail_company_2199,2199,Hämeenlinnan kaupunki,Hämeenlinnan  kaupunki,FI,11/03/2019,12/03/2019,www.hameenlinna.fi
rail_company_2243,2243,Raaberbahn Cargo,Raaberbahn Cargo GmbH,AT,01/12/2009,02/12/2009,https://www.raaberbahn.at/organisation/raaberbah
rail_company_2248,2248,ZUE,ZUE SA,PL,18/03/2019,19/03/2019,www.grupazue.pl
rail_company_2249,2249,Naantalin Satama,Naantalin Satama oy,FI,18/03/2019,19/03/2019,https://www.portofnaantali.fi/en
rail_company_2250,2250,TNTD,"Tenutado SK, a.s.",SK,18/03/2019,19/03/2019,
rail_company_2251,2251,PKP LHS,PKP Linia Hutnicza Szerokotorowa Spółka z o.o.,PL,21/11/2003,15/01/2004,http://www.lhs.com.pl/
rail_company_2252,2252,HaminaKotka Satama Oy,HaminaKotka Satama Oy / Port of HaminaKotka Ltd,FI,26/02/2019,28/02/2019,http://www.haminakotka.com
rail_company_2253,2253,Oiltanking Finland Oy,Oiltanking Finland  Oy,FI,01/03/2019,01/03/2019,www.oiltanking.com
rail_company_2254,2254,Ovako Imatra,Ovako Imatra Oy Ab,FI,01/03/2019,11/03/2019,www.ovako.com
rail_company_2263,2263,BLS N EVU,BLS Netz AG Eisenbahnverkehrsunternehmung,CH,13/04/2023,25/04/2023,http://www.bls.ch/
rail_company_2280,2280,DBCITA,DB Cargo Italy Srl,IT,22/12/2004,20/01/2005,
rail_company_2281,2281,RCS,"Rail Cargo Austria AG, Niederlassung Ljubljana (Slowenien)",SI,05/10/2012,05/10/2012,http://www.railcargo.at/
rail_company_2282,2282,CFL cargo Deutschland,CFL cargo Deutschland GmbH,DE,30/05/2006,02/06/2006,http://www.cflcargo.de/
rail_company_2285,2285,Cargo SI (SBB),Cargo SI,,,,
rail_company_2287,2287,CTI,Captrain Italia Srl,IT,17/11/2008,04/12/2008,http://www.captrain.it/
rail_company_2343,2343,GYSEV Traction,Győr-Sopron-Ebenfurti Vasút Zrt. Gépészet,HU,12/10/2018,19/10/2018,https://www2.gysev.hu/
rail_company_2380,2380,DBCIT,DB Cargo Italia Srl,IT,10/08/2010,17/08/2010,http://it.dbcargo.com/rail-italia-it/
rail_company_2382,2382,VIKING Rail,VIKING Rail ApS,DK,30/05/2006,23/06/2006,http://www.vikingrail.dk/
rail_company_2385,2385,SBB CD,SBB Cargo Deutschland GmbH,DE,30/09/2004,30/09/2004,
rail_company_2387,2387,CTB,Captrain Belgium NV,BE,23/04/2009,17/04/2009,http://www.captrain.be/
rail_company_2480,2480,DB Fernverkehr,DB Fernverkehr AG,DE,29/10/2021,02/11/2021,http://www.deutschebahn.com/
rail_company_2485,2485,SBB CI,SBB Cargo Italia,IT,30/09/2004,30/09/2004,http://www.sbbcargo-international.com/it/sbb-
rail_company_2580,2580,DB Regio,DB Regio AG,DE,02/11/2021,03/11/2021,
rail_company_2585,2585,SBB CINT,SBB Cargo International,CH,27/05/2011,27/05/2011,http://www.sbbcargo-international.com/
rail_company_2800,2800,TEKOL,TEKOL Sp z o.o.,PL,10/02/2022,14/02/2022,https://tekol.pl/
rail_company_2813,2813,ECCO PL,ECCO Rail Sp Z.o.o.,PL,07/12/2016,15/12/2016,http://www.ecco-rail.eu/en/transport.php
rail_company_2910,2910,VR-Track,VR-Track Ltd,FI,04/01/2010,06/01/2010,http://www.vr-rata.fi/
rail_company_3000,3000,BCC,Bureau Central de Clearing,BE,30/06/1999,30/06/1999,http://bcclearing.eu/
rail_company_3001,3001,Eurofima,European Company for the Financing of Railroad Rolling Stock,CH,29/11/1999,29/11/1999,http://www.eurofima.org/
rail_company_3002,3002,Eurail GIE,Eurail Group GIE,NL,30/06/1999,30/06/1999,http://www.eurailgroup.org/
rail_company_3003,3003,CER,Community of European Railways,BE,29/11/1999,29/11/1999,http://www.cer.be/
rail_company_3005,3005,BTS,Baltijas Tranzita Serviss AG,LV,23/09/2002,22/01/2003,http://www.rto.lv/en/home/
rail_company_3006,3006,BE,AS Baltijas Ekspresis,LV,23/09/2002,22/01/2003,http://asbe.lv/
rail_company_3007,3007,CIT,Comité international des transports ferroviaires,CH,24/10/2006,24/10/2006,http://www.cit-rail.org/
rail_company_3008,3008,StL UK,Stena Line UK Ltd,GB,30/06/1999,30/06/1999,http://www.stenaline.co.uk/ferry/
rail_company_3009,3009,SERVTRANS,SERVTRANS Invest SA,RO,14/04/2003,21/05/2003,http://www.servtrans-invest.com/
rail_company_3010,3010,KEG,Karsdorfer Eisenbahngesellschaft mbH,,,,
rail_company_3011,3011,UIC,International Union of Railways,FR,29/11/1999,29/11/1999,http://www.uic.org/
rail_company_3012,3012,BSB,Bodensee-Schiffsbetriebe GmbH,DE,27/05/2003,16/02/2005,http://www.bsb-online.com/
